tenure,MonthlyCharges,TotalCharges,avg_monthly_charges,charges_tenure_ratio,num_services,has_streaming,has_security_support,contract_risk,payment_risk,is_new_customer,gender_Male,SeniorCitizen_Yes,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1,19.55,19.55,19.55,0.9513381995133819,1,0,0,3,2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
19,88.2,1775.8,93.46315789473684,0.9336973478939158,5,1,1,3,3,0,True,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
11,79.5,795.65,72.33181818181818,1.084113308126201,4,0,1,3,1,0,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,0
8,19.75,145.0,18.125,1.0326797385620916,1,0,0,2,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,1
52,98.15,4993.4,96.02692307692307,1.011574899908828,7,1,1,3,1,0,False,False,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,0
3,20.25,61.45,20.483333333333334,0.9425911559348331,1,0,0,3,3,1,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0
51,79.15,4018.55,78.79509803921569,0.9919155680603507,4,0,1,3,1,0,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,0
15,75.65,1146.65,76.44333333333334,0.9768432832608789,3,0,0,3,3,0,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
64,94.25,6081.4,95.021875,0.9815471734956228,6,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,0
37,40.2,1478.85,39.96891891891892,0.9812316522083321,3,1,0,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,True,False,False,0
13,19.95,243.65,18.742307692307694,1.01052016364699,1,0,0,1,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
49,55.35,2633.95,53.754081632653055,1.010883542369407,4,0,1,2,3,0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,0
45,102.15,4735.35,105.23,0.9615927704038407,6,1,0,2,1,0,False,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,False,0
18,71.1,1247.75,69.31944444444444,1.0111001382579499,2,0,0,3,3,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
1,74.7,74.7,74.7,0.9867899603698811,3,0,0,3,3,1,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
68,54.1,3794.5,55.8014705882353,0.9524401294498381,5,1,1,1,1,0,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
54,19.65,1008.7,18.67962962962963,0.9984944010539192,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
23,88.45,2130.55,92.63260869565218,0.9446495321678159,5,1,1,3,1,0,False,True,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,0
17,76.65,1313.55,77.26764705882353,0.97933185524783,3,0,0,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,1
71,80.4,5727.15,80.66408450704225,0.984520924777731,8,1,1,1,1,0,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,0
67,19.25,1372.9,20.491044776119406,0.8957219251336898,1,0,0,1,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,0
14,84.8,1203.9,85.99285714285715,0.9747926759175629,4,1,0,3,3,0,False,False,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
1,25.8,25.8,25.8,0.9626865671641791,1,0,0,3,2,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
63,19.5,1215.1,19.287301587301585,0.9611923949612707,1,0,0,1,1,0,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
41,68.6,2877.05,70.1719512195122,0.9638628536179983,6,1,1,2,3,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,0
17,92.6,1579.7,92.9235294117647,0.9859084361495584,5,1,0,3,3,0,False,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
56,100.55,5514.95,98.48125,1.0107432305082615,6,1,1,2,3,0,True,False,True,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,True,False,0
5,20.55,96.1,19.22,1.0163204747774481,1,0,0,3,1,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
2,42.6,72.4,36.2,1.1451612903225805,4,1,1,3,3,1,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
3,19.6,55.25,18.416666666666668,1.009442060085837,1,0,0,3,2,1,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,0
37,67.45,2443.3,66.03513513513514,1.0061887674878038,7,0,1,2,3,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,0
29,68.85,1970.5,67.94827586206897,0.9985746436609151,6,1,1,3,1,0,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,1
8,43.55,335.4,41.925,1.0145602795573676,2,0,0,3,2,0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,0
63,109.85,7002.95,111.15793650793651,0.9794224414268428,8,1,1,3,1,0,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,0
7,20.65,158.95,22.707142857142856,0.8710454956312143,1,0,0,3,2,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
3,95.4,293.15,97.71666666666665,0.966402161067027,5,1,1,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,0
72,21.0,1493.75,20.74652777777778,0.96567140348076,1,0,0,1,1,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
19,56.2,1093.4,57.54736842105264,0.9599065084501976,3,1,0,3,3,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,0
59,18.4,1057.85,17.92966101694915,0.9720195191834177,1,0,0,1,1,0,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
2,90.0,190.05,95.025,0.9372559229367352,5,1,1,3,1,1,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,1
35,25.75,882.55,25.215714285714284,0.9822353005285815,2,0,0,3,3,0,False,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,0
14,19.6,300.4,21.457142857142856,0.8727735368956744,1,0,0,3,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
14,75.35,1025.95,73.28214285714286,1.014375691138997,3,0,0,3,3,0,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,1
69,19.8,1436.95,20.82536231884058,0.9072014343105681,1,0,0,1,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,0
7,64.2,475.0,67.85714285714286,0.9323651452282158,6,0,1,3,3,0,True,True,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,0
69,75.75,5388.15,78.0891304347826,0.9577801599736127,7,1,1,1,1,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False,False,False,0
72,78.95,5730.15,79.58541666666666,0.9797057987125464,7,1,1,1,3,0,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,0
8,100.85,819.55,102.44375,0.974925986345236,6,1,1,3,3,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,1
4,50.3,217.1,54.275,0.9099954771596562,3,0,1,3,3,1,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
63,80.3,4896.35,77.71984126984128,1.0200731950759674,4,0,1,3,1,0,True,False,True,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,0
72,19.85,1434.1,19.918055555555554,0.948940973374942,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
46,21.1,937.1,20.371739130434783,0.9872851185026956,1,0,0,1,3,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,True,False,0
5,69.95,330.15,66.03,1.0435625839176488,2,0,0,3,3,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
30,50.0,1474.9,49.163333333333334,0.9967439696989833,3,0,0,3,2,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0
63,104.75,6536.5,103.75396825396825,0.9999621183422986,7,1,1,1,1,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
60,19.85,1128.1,18.801666666666666,1.0024408719804732,1,0,0,1,1,0,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
63,107.5,6873.75,109.10714285714286,0.9763217645150827,7,1,1,2,3,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,1
25,85.9,2199.05,87.962,0.9655808097839528,4,1,1,3,3,0,True,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,0
1,45.85,45.85,45.85,0.9786552828175027,2,0,0,3,2,1,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1
6,80.8,457.1,76.18333333333334,1.0468581299935218,4,0,0,3,3,1,True,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
22,25.25,566.5,25.75,0.9439252336448598,2,0,0,1,2,0,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,0
31,80.55,2471.6,79.7290322580645,0.9977823064013427,7,1,1,1,1,0,False,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,0
39,81.5,3107.3,79.67435897435898,1.010234243397006,4,0,1,3,1,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,0
26,20.9,518.3,19.934615384615384,0.9983465000918611,1,0,0,3,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
53,106.1,5769.75,108.86320754716981,0.9657464256579794,7,1,1,2,1,0,False,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,1
1,91.7,91.7,91.7,0.9892125134843581,5,1,1,3,3,1,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,1
12,67.25,832.3,69.35833333333333,0.9558213905010068,6,0,1,3,3,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,0
16,95.6,1555.65,97.228125,0.9732446791588457,6,1,1,3,1,0,False,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,True,False,False,1
2,20.35,45.3,22.65,0.8604651162790699,1,0,0,3,2,1,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
39,45.05,1790.6,45.91282051282051,0.9602918670747704,4,1,1,2,1,0,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,0
1,74.95,74.95,74.95,0.9868334430546412,3,0,0,3,3,1,True,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
7,34.65,246.6,35.22857142857143,0.9564274447949527,3,0,1,3,2,0,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,0
4,69.35,261.65,65.4125,1.0442311311876529,2,0,0,3,3,1,True,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
10,95.35,898.35,89.83500000000001,1.0497055099906423,5,1,0,3,3,0,True,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
55,81.55,4509.5,81.99090909090908,0.9826377478365649,4,0,1,3,3,0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0
72,75.4,5480.25,76.11458333333333,0.9777657706335271,6,1,1,1,1,0,True,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
10,67.8,653.15,65.315,1.0223931237276633,5,1,0,3,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,0
11,111.4,1183.05,107.55,1.0262551819438048,8,1,1,3,3,0,True,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,0
15,46.3,639.45,42.63,1.0611964244785697,2,0,0,3,3,0,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
23,20.4,478.75,20.815217391304348,0.9351270553064275,1,0,0,1,1,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
1,20.05,20.05,20.05,0.9524940617577197,1,0,0,3,2,1,True,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
3,45.0,127.1,42.36666666666667,1.037663335895465,2,0,0,3,3,1,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1
47,96.1,4391.45,93.43510638297872,1.0176300285009408,6,1,1,2,3,0,True,False,True,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,False,True,False,0
15,19.65,270.6,18.040000000000003,1.0320378151260503,1,0,0,2,2,0,False,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,0
66,99.5,6710.5,101.67424242424242,0.9690843355714602,6,1,1,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,1
68,60.65,3975.9,58.46911764705882,1.0198570686713322,5,0,1,2,1,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,0
17,98.6,1704.95,100.29117647058824,0.9734312842997763,6,1,1,2,1,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,1
7,59.5,415.95,59.42142857142857,0.9847499704456791,4,1,1,3,2,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,True,1
12,80.45,950.2,79.18333333333334,1.0033257119102057,3,1,0,3,3,0,True,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,1
21,71.7,1497.05,71.28809523809524,0.9918645630908073,6,1,1,2,1,0,False,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,0
21,36.0,780.15,37.15,0.943643512450852,3,0,1,3,2,0,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,0
56,65.2,3512.15,62.71696428571429,1.0232753667867103,5,1,1,2,1,0,False,False,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0
6,48.95,273.25,45.541666666666664,1.0517457475380485,3,0,0,3,1,1,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,0
65,53.5,3517.9,54.121538461538464,0.9705824890451868,5,1,1,1,1,0,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,False,0
42,80.45,3375.9,80.37857142857143,0.9885894847713508,7,1,1,2,1,0,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,True,False,False,0
68,109.05,7508.55,110.41985294117647,0.9787304247975661,8,1,1,1,1,0,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
48,26.3,1245.05,25.938541666666666,0.9762963535826148,2,0,0,1,1,0,True,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
50,106.8,5347.95,106.959,0.9892644429829842,7,1,1,2,3,0,False,True,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,True,False,0
7,64.95,493.65,70.52142857142857,0.9081194447218616,5,1,1,3,3,0,False,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,0
63,19.35,1263.85,20.06111111111111,0.9187549459245583,1,0,0,1,3,0,False,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,False,0
17,21.1,385.55,22.679411764705883,0.8910694323686499,1,0,0,3,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,0
42,77.95,3384.0,80.57142857142857,0.9556042031523644,3,1,0,3,1,0,False,False,True,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,1
4,18.85,84.2,21.05,0.854875283446712,1,0,0,3,2,1,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
62,26.0,1638.7,26.43064516129032,0.9478450049979421,2,0,0,1,1,0,False,False,False,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
2,74.7,165.4,82.7,0.8924731182795699,3,0,1,3,3,1,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,1
2,70.35,120.25,60.125,1.150920245398773,2,0,0,3,3,1,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,0
48,96.9,4473.45,93.19687499999999,1.0286965464618654,7,1,1,1,1,0,True,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,0
27,19.55,520.55,19.27962962962963,0.9640215505433295,1,0,0,1,1,0,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,0
70,80.4,5717.85,81.68357142857144,0.9723817998047634,7,1,1,1,1,0,False,False,True,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
1,88.8,88.8,88.8,0.9888641425389755,5,1,0,3,3,1,True,True,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,1
46,94.65,4312.5,93.75,0.9989445910290238,6,1,1,2,3,0,True,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,True,False,0
30,90.25,2755.35,91.845,0.9720501911788465,4,1,0,3,3,0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
15,64.65,994.55,66.30333333333333,0.9605764944777377,5,1,1,3,1,0,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,1
69,95.75,6511.25,94.3659420289855,1.0040272026138826,6,1,1,2,1,0,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,0
65,19.55,1218.65,18.74846153846154,0.9899505316869862,1,0,0,1,1,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,0
72,104.1,7447.7,103.44027777777778,0.9967418912988549,7,1,1,1,1,0,True,True,True,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,0
13,89.05,1169.35,89.94999999999999,0.9791094007696537,5,1,1,3,1,0,True,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,False,1
17,20.1,279.5,16.441176470588236,1.1524451939291738,1,0,0,2,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0
51,111.55,5720.35,112.16372549019609,0.9857399048749426,8,1,1,2,3,0,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,True,False,0
51,60.5,3121.45,61.20490196078431,0.9725921606329493,5,0,1,1,1,0,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,0
72,90.95,6468.6,89.84166666666667,1.0011925511420972,9,1,1,1,1,0,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,0
67,87.4,5918.8,88.34029850746269,0.9782819339102543,5,0,1,2,3,0,True,False,True,True,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,1
34,19.7,675.6,19.870588235294118,0.94391206313416,1,0,0,3,2,0,True,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,0
67,50.95,3521.7,52.56268656716418,0.9512218909354363,5,1,1,1,1,0,True,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,0
49,20.05,923.1,18.838775510204083,1.0106470527723486,1,0,0,2,1,0,False,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0
53,19.4,1110.35,20.95,0.8838268792710706,1,0,0,1,2,0,True,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,True,0
27,59.45,1611.65,59.69074074074074,0.9795563421108839,5,0,1,3,3,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,0
23,94.75,2293.6,99.72173913043478,0.9407105240438574,5,1,1,3,3,0,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,1
69,81.5,5553.25,80.48188405797102,1.0002223309173373,8,1,1,1,1,0,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,0
2,29.05,44.75,22.375,1.2427807486631017,2,0,1,3,1,1,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
35,86.45,3029.1,86.54571428571428,0.9874840899448452,4,1,0,3,3,0,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,1
46,70.6,3231.05,70.24021739130436,0.9910132588761231,6,1,1,2,2,0,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,True,0
54,97.2,5129.45,94.9898148148148,1.0126074332732062,6,1,1,1,1,0,False,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False,False,0
56,98.25,5508.35,98.36339285714287,0.988794737929857,6,1,1,2,3,0,False,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False,1
9,75.75,655.9,72.87777777777778,1.0253421567152956,3,0,0,3,1,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
20,59.2,1191.2,59.56,0.9775429326287979,5,0,1,3,1,0,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,0
11,75.9,866.4,78.76363636363637,0.9515614315021655,3,0,1,3,2,0,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,0
30,90.05,2627.2,87.57333333333332,1.0166716844799037,5,1,1,3,3,0,False,True,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,True,False,0
68,70.95,4741.45,69.72720588235293,1.0031500483423261,6,1,1,1,1,0,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,0
38,102.6,4009.2,105.50526315789473,0.9633326744415892,7,1,1,3,3,0,True,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,0
17,85.35,1463.45,86.08529411764707,0.980073626262285,5,0,1,3,1,0,False,True,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,1
48,106.1,5082.8,105.89166666666667,0.9925937475637328,7,1,1,2,1,0,True,False,False,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,True,False,False,1
1,43.8,43.8,43.8,0.9776785714285714,2,0,0,3,3,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0
63,59.0,3707.6,58.85079365079365,0.9857847557417918,6,1,1,1,3,0,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,0
