customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1777-MDNNM,Female,1,Yes,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,101.7,3156.03,Yes
1778-FQDHQ,Female,1,No,Yes,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,100.67,1187.5,No
1779-CQIBY,Female,0,No,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),41.73,2663.41,No
1780-MTBTK,Female,1,Yes,No,6,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,97.42,606.93,Yes
1781-ZVOKW,Female,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),100.68,288.03,Yes
1782-CCZLX,Male,0,Yes,Yes,46,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),110.45,5190.64,No
1783-ETGGM,Male,0,Yes,No,31,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,104.34,3109.19,No
1784-IYUML,Male,0,No,No,43,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.41,3585.25,Yes
1785-MXJAY,Male,0,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),36.04,142.55,No
1786-HVPMC,Female,0,Yes,No,54,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,87.61,4646.91,No
1787-CXEZK,Male,0,Yes,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),99.8,2763.89,Yes
1788-GUXJJ,Female,0,No,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,121.52,3117.04,No
1789-TBCHK,Female,0,No,No,21,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),120.38,2445.74,Yes
1790-MGMBF,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,117.28,4378.92,No
1791-ITYBR,Male,0,No,No,13,Yes,No,DSL,Yes,No,No,No,No,No,Two year,Yes,Electronic check,69.26,912.35,No
1792-PYLGG,Male,0,Yes,No,3,No,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),114.39,337.96,Yes
1793-QMKFW,Male,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,34.8,652.93,No
1794-NFFBV,Male,0,Yes,No,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.78,741.53,No
1795-TYOQH,Female,0,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,77.9,308.13,No
1796-EQTAV,Male,0,No,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),110.25,679.14,Yes
1797-ROEGR,Female,0,Yes,No,29,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.32,2796.17,Yes
1798-FVUES,Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,122.98,856.62,No
1799-JOJPL,Male,1,Yes,No,4,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),88.65,343.45,Yes
1800-RWAPV,Female,0,No,Yes,55,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.14,5529.19,No
1801-FCBBM,Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,121.48,495.92,Yes
1802-IPEWU,Female,0,Yes,Yes,10,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),108.96,1109.31,No
1803-GMTXZ,Female,0,Yes,No,13,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.92,1222.89,Yes
1804-MZGJO,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,89.39,1469.23,Yes
1805-UFEWB,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.03,395.06,No
1806-UOZPS,Male,0,No,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.33,2502.21,No
1807-IVZSG,Male,0,Yes,No,26,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),111.5,2912.35,No
1808-DCXTK,Female,1,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Bank transfer (automatic),95.86,1028.48,No
1809-AFZKA,Female,0,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),106.1,1190.61,Yes
1810-UGFNB,Male,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,100.05,1727.38,Yes
1811-DKORA,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,99.44,,No
1812-CCGAY,Female,0,No,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),38.59,2600.03,No
1813-KFTCS,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),88.88,554.3,No
1814-BRLJE,Female,0,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.99,1270.05,No
1815-IBBFJ,Female,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,91.74,3367.08,No
1816-RLDVU,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,105.55,4583.25,No
1817-QOFPQ,Male,0,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,133.39,524.65,No
1818-CJENZ,Female,0,No,No,19,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,No,Bank transfer (automatic),97.19,1817.63,No
1819-UMZFL,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),40.85,81.62,No
1820-ZHEOP,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),109.85,4311.49,No
1821-APECT,Female,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,92.83,1518.07,No
1822-OMXPW,Male,0,No,No,4,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),123.58,476.56,Yes
1823-KUBVF,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,123.18,3661.36,Yes
1824-ZZFNY,Female,0,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,110.96,1112.95,No
1825-KHHAU,Male,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),102.28,305.59,No
1826-GFUHS,Female,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,54.09,799.46,Yes
1827-VUXTH,Male,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),35.48,221.15,No
1828-ZNRYP,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),104.93,7570.99,Yes
1829-IOZJV,Male,1,No,Yes,11,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.67,894.26,No
1830-PDTMV,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),108.13,2330.23,No
1831-EVGWI,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),108.18,7809.71,Yes
1832-HPFPF,Female,0,No,No,12,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.9,991.63,Yes
1833-NUAYI,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),113.09,1256.73,No
1834-YXMZS,Female,0,No,Yes,4,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Mailed check,96.77,376.08,No
1835-QKHWE,Female,1,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.78,2987.22,No
1836-JGJDI,Male,1,Yes,No,40,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,77.46,3220.44,No
1837-ZNBYI,Male,0,No,Yes,6,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,61.8,364.2,Yes
1838-UAWJJ,Female,0,No,No,10,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),103.53,988.85,Yes
1839-TYVCF,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,61.23,3890.95,Yes
1840-ZFUBZ,Female,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,109.76,2089.73,Yes
1841-ZRWBL,Female,0,No,No,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.97,410.31,Yes
1842-VETGX,Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,84.24,2181.16,No
1843-PTAAQ,Female,0,No,Yes,35,No,No phone service,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),66.91,2372.8,No
1844-AUTMI,Female,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,97.28,6868.58,No
1845-OCNWK,Female,0,No,No,40,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,74.51,2860.31,No
1846-XVLMZ,Male,1,No,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,44.84,2943.62,No
1847-MAXJC,Female,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,109.68,4760.37,Yes
1848-XDPHP,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),32.5,31.28,No
1849-QSVOP,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,117.94,346.67,No
1850-OYBKA,Male,0,No,No,54,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),105.7,5766.31,No
1851-OZSDK,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,142.88,,No
1852-ECMJK,Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,113.7,4385.16,No
1853-RBGIJ,Female,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),47.12,2219.02,No
1854-RWGGC,Female,1,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),102.19,1390.48,Yes
1855-LGQZA,Male,0,No,No,10,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.7,1063.13,No
1856-EPOBI,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),89.75,440.95,No
1857-GDTRU,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),88.89,91.07,No
1858-DMAXC,Female,1,Yes,No,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.26,3790.69,No
1859-PVDYW,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),110.6,112.46,No
1860-YPZSA,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.39,8112.69,Yes
1861-ESVXK,Male,1,Yes,Yes,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),107.86,827.85,Yes
1862-MTEUD,Female,0,Yes,No,39,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.08,3051.18,No
1863-DDDTU,Female,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.04,72.78,No
1864-RRPIR,Male,0,Yes,Yes,19,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,51.88,1017.81,Yes
1865-VBUDL,Male,0,Yes,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),103.49,1046.5,No
1866-GOGVZ,Female,1,No,Yes,0,Yes,No,DSL,No,No,Yes,Yes,No,No,One year,Yes,Mailed check,87.93,,Yes
1867-UQPSI,Male,0,No,Yes,26,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,92.25,2370.25,No
1868-NQEBT,Male,0,No,No,71,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Mailed check,105.86,7464.05,No
1869-PNNAC,Male,1,No,No,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),52.9,,No
1870-ZGZOS,Male,0,No,Yes,7,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,95.81,696.76,No
1871-TBSIS,Male,1,No,No,30,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,100.49,2987.91,No
1872-ERPDL,Male,0,No,No,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.95,2099.22,No
1873-GNWLC,Male,0,Yes,No,5,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.98,446.43,No
1874-EQZJJ,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,106.22,101.72,Yes
1875-KQEMJ,Male,1,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),58.81,,Yes
1876-IQADD,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,117.1,687.3,No
1877-RIYRN,Male,1,No,No,1,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,124.2,126.64,No
1878-YOFXJ,Female,0,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),109.4,1155.37,No
1879-ODRRY,Female,0,No,No,14,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,131.0,1857.77,No
1880-QLGPK,Male,0,No,No,16,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,106.91,1625.08,No
1881-NCSRJ,Male,0,No,No,3,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,85.21,259.92,Yes
1882-FMJRZ,Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,89.42,1402.55,Yes
1883-TZPYY,Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Electronic check,124.31,,No
1884-FMDWN,Female,0,No,No,6,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),54.93,338.62,No
1885-ATEHL,Female,0,No,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,115.9,1247.41,Yes
1886-BLEVE,Male,1,Yes,Yes,3,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.17,69.25,No
1887-MIJAC,Female,0,No,No,42,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,85.68,3737.37,Yes
1888-RLCZY,Male,1,No,Yes,5,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,108.71,523.05,No
1889-IZBCN,Female,0,Yes,No,35,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.77,2997.77,No
1890-DYSMG,Male,0,No,Yes,16,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,81.21,1309.14,Yes
1891-LCWWI,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.75,654.22,Yes
1892-BVILL,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.03,2566.05,Yes
1893-OBRMN,Female,0,No,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.71,35.78,No
1894-EZJLJ,Male,1,Yes,Yes,2,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),94.14,183.65,Yes
1895-XKYBE,Male,0,No,No,9,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),120.86,1116.83,No
1896-GFVWC,Female,0,No,No,13,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,110.35,1482.88,No
1897-MCZYX,Female,1,No,No,14,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,91.42,1257.2,No
1898-UFKZQ,Female,0,Yes,No,28,Yes,Yes,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),103.27,3022.82,No
1899-JLQDB,Female,1,No,Yes,0,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,95.27,,Yes
1900-KGBZR,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,46.12,3463.41,Yes
1901-UDHTN,Male,0,Yes,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),97.75,393.77,No
1902-LVURK,Female,0,Yes,No,7,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),125.32,847.48,No
1903-HBYOI,Female,0,Yes,No,59,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,86.77,5083.14,No
1904-STHYS,Female,0,No,No,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.01,,No
1905-EKOHS,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,52.71,3907.35,No
1906-WHZSR,Male,0,No,Yes,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,119.43,,Yes
1907-JGIAS,Male,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,105.39,326.83,No
1908-ESAOP,Male,1,No,No,6,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Electronic check,98.07,564.24,Yes
1909-WGZLH,Male,0,No,Yes,14,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,108.72,1453.5,Yes
1910-EJUEQ,Female,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,21.78,408.21,No
1911-ZEVOM,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.5,84.58,No
1912-AKWAK,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),91.34,90.2,No
1913-RRUZP,Female,0,Yes,No,0,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),87.28,,No
1914-MGAZP,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),78.84,576.71,No
1915-AQFBQ,Female,0,No,No,63,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,86.18,5522.12,No
1916-FNRFJ,Female,0,Yes,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),125.32,1476.66,Yes
1917-XRIHJ,Female,0,Yes,No,36,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,72.94,2663.42,No
1918-QWZFN,Female,1,No,Yes,5,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Mailed check,125.46,656.66,No
1919-VVFZG,Male,0,No,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Two year,Yes,Mailed check,98.17,93.48,No
1920-LCNVS,Male,0,No,No,20,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),83.24,1615.49,Yes
1921-WPGHR,Female,0,Yes,No,43,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,77.67,3380.55,No
1922-YMUIJ,Male,0,No,Yes,57,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),76.9,4173.54,Yes
1923-UWIOT,Female,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,53.3,1049.89,No
1924-BYMBS,Female,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,108.14,856.62,Yes
1925-ZBCFC,Male,0,Yes,Yes,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),123.69,254.41,No
1926-JXFWP,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),37.82,1045.0,No
1927-QSCRG,Male,0,No,No,8,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),75.74,613.1,No
1928-ITLEC,Male,0,No,Yes,46,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,98.1,4557.18,Yes
1929-KYDEA,Male,0,No,No,23,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.55,544.25,Yes
1930-RLMIB,Female,0,Yes,No,48,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,72.31,3317.68,No
1931-EMPPX,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),46.92,930.71,No
1932-CVDKW,Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,94.41,3510.86,No
1933-ZNCPV,Female,0,No,No,8,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),100.85,801.52,Yes
1934-OJIKP,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,15.79,275.0,No
1935-JQSBX,Male,0,No,No,0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),98.71,,Yes
1936-WBFSH,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),110.65,2450.15,No
1937-ZCZNY,Male,0,No,No,19,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Mailed check,107.66,2131.86,No
1938-PAUCV,Male,0,No,No,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,122.05,4267.26,Yes
1939-ZRIFW,Female,0,Yes,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,112.19,3678.51,No
1940-UYAUJ,Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.77,3004.43,Yes
1941-FWLDM,Male,0,No,Yes,1,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,90.81,91.56,Yes
1942-QHZTC,Female,0,No,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,No,Electronic check,123.15,7244.57,No
1943-LGLBX,Male,0,Yes,No,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),120.07,,No
1944-NVWEI,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),32.33,1313.97,No
1945-UKECQ,Female,0,No,No,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,110.83,1701.99,Yes
1946-BXAGN,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,35.61,1458.82,Yes
1947-ESKWY,Male,0,No,No,15,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,88.09,1364.09,Yes
1948-BHICB,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),33.39,866.88,No
1949-GEUZE,Male,1,No,No,11,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.59,206.67,No
